Name,Year,Votes,NumBallots,p,YoB,PosSummary,position,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,all.star,drugs,rookie,gold.gloves,mvp,cy.young
Tommie Agee,1979,0,432,0,1,*897,CF,17,11,12,23.6,24.7,24.2,54.8,1129,3912,558,999,130,433,167,342,0.255,0.32,0.412,0.732,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,2,0,0
Jerry May,1979,0,432,0,1,*2,C,0,0,10,4.8,5.6,5.2,40.7,556,1527,120,357,15,130,1,157,0.234,0.307,0.318,0.625,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Ray Culp,1979,0,432,0,1,*1,P,16,17,11,12.8,15.7,14.3,57.9,322,602,40,74,1,34,0,26,0.123,0.161,0.148,0.308,-13,122,101,3.58,100,1.28,322,268,1,1898.1,1677,188,752,1411,2,0,0,0,0,0
Joe Pepitone,1979,0,432,0,1,*3*897,1B,20,11,12,6.9,8.6,7.8,51.5,1397,5097,606,1315,219,721,41,302,0.258,0.301,0.432,0.733,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Fred Gladding,1979,0,432,0,1,*1,P,2,17,13,6.2,7,6.6,32.3,450,63,1,1,0,3,0,0,0.016,0.016,0.016,0.031,-91,48,34,3.13,114,1.313,450,1,109,601,566,38,223,394,0,0,0,0,0,0
Bernie Allen,1979,0,432,0,1,*45/D,2B,0,14,12,7.6,7.6,7.6,54.4,1139,3404,357,815,73,351,13,370,0.239,0.314,0.357,0.671,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Larry Stahl,1979,0,432,0,1,7983,LF,0,2,10,1.6,2.3,2,50.7,730,1721,167,400,36,163,22,142,0.232,0.292,0.351,0.643,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Gene Alley,1979,0,432,0,1,*645,SS,20,16,11,22.7,22.9,22.8,52.1,1195,3927,442,999,55,342,63,300,0.254,0.31,0.354,0.665,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,0
John Stephenson,1979,0,432,0,1,*2/5789,C,0,0,10,-2.5,-0.2,-1.4,40.7,451,989,83,214,12,93,0,63,0.216,0.271,0.296,0.567,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Rich Reese,1979,0,432,0,1,*37/9,1B,2,4,10,1.2,4.1,2.6,51.5,866,2020,248,512,52,245,16,158,0.253,0.312,0.384,0.695,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Eddie Mathews,1978,301,379,0.794195251,5,*537,3B,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0
Duke Snider,1978,254,379,0.670184697,9,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Gil Hodges,1978,226,379,0.596306069,10,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Don Drysdale,1978,219,379,0.577836412,4,*1,P,134,42,14,63.1,42.2,52.7,57.9,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45,209,166,2.95,121,1.148,518,465,6,3432,3084,280,855,2486,8,0,0,0,0,1
Jim Bunning,1978,181,379,0.477572559,2,*1,P,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,7,0,0,0,0,0
Hoyt Wilhelm,1978,158,379,0.416886544,1,*1,P,117,30,21,44.4,24.6,34.5,32.3,1070,432,24,38,1,21,0,26,0.088,0.139,0.106,0.246,-31,143,122,2.52,147,1.125,1070,52,227,2254.1,1757,150,778,1610,5,0,0,0,0,0
Richie Ashburn,1978,158,379,0.416886544,11,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Nellie Fox,1978,149,379,0.393139842,8,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Red Schoendienst,1978,130,379,0.343007916,10,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Maury Wills,1978,115,379,0.303430079,1,*6*5/4,SS,104,29,14,37.5,28.8,33.2,52.1,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,1,0
Roger Maris,1978,83,379,0.218997361,5,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Lew Burdette,1978,76,379,0.200527704,6,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Harvey Kuenn,1978,58,379,0.153034301,2,*6*7*9853,SS,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0
Ted Kluszewski,1978,51,379,0.134564644,12,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Elston Howard,1978,41,379,0.10817942,5,*2739,C,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,2,1,0
Don Larsen,1978,32,379,0.084432718,5,*1/7,P,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,0,0,0,0,0,0
Roy Face,1978,27,379,0.071240106,3,*1,P,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,3,0,0,0,0,0
Bill Mazeroski,1978,23,379,0.060686016,1,*4/5,2B,71,16,17,32.3,23.9,28.1,54.4,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,0,0
Ken Boyer,1978,18,379,0.047493404,4,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Curt Flood,1978,8,379,0.021108179,2,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Harvey Haddix,1978,7,379,0.018469657,8,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Del Crandall,1978,6,379,0.015831135,3,*2/397,C,82,26,16,25.4,22.8,24.1,40.7,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,4,0,0
Vern Law,1978,6,379,0.015831135,6,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Vic Wertz,1978,4,379,0.01055409,9,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Dick Groat,1978,3,379,0.007915567,6,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Jim Maloney,1978,2,379,0.005277045,1,*1/7,P,50,29,12,35.9,35.6,35.7,57.9,321,628,51,126,7,53,2,33,0.201,0.241,0.28,0.521,44,134,84,3.19,115,1.259,302,262,4,1849,1518,138,810,1605,1,0,0,0,0,0
Clete Boyer,1978,1,379,0.002638522,1,*564,3B,11,11,16,25.5,22.2,23.9,53.4,1725,5780,645,1396,162,654,41,470,0.242,0.299,0.372,0.67,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0
Denny McLain,1978,1,379,0.002638522,1,1,P,92,26,10,16.8,20.2,18.5,57.9,285,616,32,82,1,31,1,25,0.133,0.166,0.153,0.318,-8,131,91,3.39,101,1.163,280,264,2,1886,1646,242,548,1282,3,0,0,0,1,2
Camilo Pascual,1978,1,379,0.002638522,2,*1,P,66,22,18,37.8,36.7,37.3,57.9,542,967,71,198,5,81,0,46,0.205,0.243,0.264,0.506,40,174,170,3.63,103,1.287,529,404,10,2930.2,2703,256,1069,2167,5,0,0,0,0,0
Pedro Ramos,1978,0,379,0,1,*1,P,4,10,15,20,18.8,19.4,57.9,696,703,76,109,15,56,2,22,0.155,0.182,0.24,0.423,15,117,160,4.08,95,1.311,582,268,55,2355.2,2364,316,724,1305,1,0,0,0,0,0
Mudcat Grant,1978,0,379,0,1,*1,P,34,18,14,19.3,16.8,18,57.9,667,759,80,135,6,65,2,37,0.178,0.216,0.24,0.456,27,145,119,3.63,100,1.286,571,293,53,2442,2292,292,849,1267,2,0,0,0,0,0
Ernie Banks,1977,321,383,0.838120104,1,*3*65/7,1B,170,46,19,62.5,49.5,56,52.1,2528,9421,1305,2583,512,1636,50,763,0.274,0.33,0.5,0.83,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,1,2,0
Eddie Mathews,1977,239,383,0.624020888,4,*537,3B,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0
Gil Hodges,1977,224,383,0.584856397,9,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Duke Snider,1977,212,383,0.553524804,8,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Don Drysdale,1977,197,383,0.514360313,3,*1,P,134,42,14,63.1,42.2,52.7,57.9,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45,209,166,2.95,121,1.148,518,465,6,3432,3084,280,855,2486,8,0,0,0,0,1
Nellie Fox,1977,152,383,0.396866841,7,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Jim Bunning,1977,146,383,0.381201044,1,*1,P,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,7,0,0,0,0,0
Richie Ashburn,1977,139,383,0.362924282,10,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Red Schoendienst,1977,105,383,0.274151436,9,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Lew Burdette,1977,85,383,0.221932115,5,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Roger Maris,1977,82,383,0.214099217,4,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Harvey Kuenn,1977,57,383,0.148825065,1,*6*7*9853,SS,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0
Ted Kluszewski,1977,55,383,0.143603133,11,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Walker Cooper,1977,45,383,0.117493473,10,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Elston Howard,1977,43,383,0.11227154,4,*2739,C,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,2,1,0
Don Larsen,1977,39,383,0.101827676,4,*1/7,P,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,0,0,0,0,0,0
Roy Face,1977,33,383,0.08616188,2,*1,P,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,3,0,0,0,0,0
Curt Flood,1977,16,383,0.041775457,1,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Ken Boyer,1977,14,383,0.036553525,3,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Del Crandall,1977,8,383,0.020887728,2,*2/397,C,82,26,16,25.4,22.8,24.1,40.7,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,4,0,0
Harvey Haddix,1977,7,383,0.018276762,7,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Vern Law,1977,5,383,0.01305483,5,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Dick Groat,1977,4,383,0.010443864,5,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Vic Wertz,1977,4,383,0.010443864,8,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Will White,1977,4,383,0.010443864,3,*1/O,P,141,47,10,31.6,32.3,32,57.9,403,1478,167,271,1,111,0,56,0.183,0.215,0.214,0.429,41,229,166,2.28,121,1.111,403,401,0,3542.2,3440,65,496,1041,0,0,0,0,0,0
Camilo Pascual,1977,3,383,0.007832898,1,*1,P,66,22,18,37.8,36.7,37.3,57.9,542,967,71,198,5,81,0,46,0.205,0.243,0.264,0.506,40,174,170,3.63,103,1.287,529,404,10,2930.2,2703,256,1069,2167,5,0,0,0,0,0
Johnny Podres,1977,3,383,0.007832898,3,*1,P,46,19,15,27.1,24.3,25.7,57.9,462,762,61,145,2,50,1,32,0.19,0.224,0.226,0.449,21,148,116,3.68,105,1.317,440,340,11,2265,2239,242,743,1435,3,0,0,0,0,0
Robin Roberts,1976,337,388,0.868556701,4,*1,P,128,47,19,80.1,52,66,57.9,688,1525,107,255,5,103,3,135,0.167,0.238,0.226,0.464,27,286,245,3.41,113,1.17,676,609,25,4688.2,4582,505,902,2357,7,0,0,0,0,0
Gil Hodges,1976,233,388,0.600515464,8,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Eddie Mathews,1976,189,388,0.487113402,3,*537,3B,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0
Nellie Fox,1976,174,388,0.448453608,6,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Duke Snider,1976,159,388,0.409793814,7,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Red Schoendienst,1976,129,388,0.332474227,8,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Don Drysdale,1976,114,388,0.293814433,2,*1,P,134,42,14,63.1,42.2,52.7,57.9,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45,209,166,2.95,121,1.148,518,465,6,3432,3084,280,855,2486,8,0,0,0,0,1
Roger Maris,1976,87,388,0.224226804,3,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Richie Ashburn,1976,85,388,0.219072165,9,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Walker Cooper,1976,56,388,0.144329897,9,*2,C,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Elston Howard,1976,55,388,0.141752577,3,*2739,C,82,22,14,24.5,25,24.8,40.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,2,1,0
Ted Kluszewski,1976,50,388,0.128865979,10,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Don Larsen,1976,47,388,0.121134021,3,*1/7,P,26,6,14,17,15.5,16.2,32.3,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81,81,91,3.78,99,1.4,412,171,23,1548,1442,130,725,849,0,0,0,0,0,0
Roy Face,1976,23,388,0.059278351,1,*1,P,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,3,0,0,0,0,0
Lew Burdette,1976,21,388,0.054123711,4,*1,P,84,31,18,24.8,21.9,23.3,57.9,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29,203,144,3.66,99,1.243,626,373,31,3067.1,3186,289,628,1074,2,0,0,0,0,0
Del Crandall,1976,15,388,0.038659794,1,*2/397,C,82,26,16,25.4,22.8,24.1,40.7,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,4,0,0
Ken Boyer,1976,15,388,0.038659794,2,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Vern Law,1976,9,388,0.023195876,4,*1/9,P,42,16,16,29,26.3,27.7,57.9,516,883,96,191,11,90,1,41,0.216,0.254,0.309,0.563,53,162,147,3.77,101,1.284,483,364,13,2672,2833,268,597,1092,1,0,0,0,0,0
Harvey Haddix,1976,8,388,0.020618557,6,*1/9,P,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,3,0,0,3,0,0
Dick Groat,1976,7,388,0.018041237,4,*6/534,SS,103,24,14,33.4,27.8,30.6,52.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0
Will White,1976,7,388,0.018041237,2,*1/O,P,141,47,10,31.6,32.3,32,57.9,403,1478,167,271,1,111,0,56,0.183,0.215,0.214,0.429,41,229,166,2.28,121,1.111,403,401,0,3542.2,3440,65,496,1041,0,0,0,0,0,0
Vic Wertz,1976,5,388,0.012886598,7,*9*37/8,RF,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Johnny Podres,1976,2,388,0.005154639,2,*1,P,46,19,15,27.1,24.3,25.7,57.9,462,762,61,145,2,50,1,32,0.19,0.224,0.226,0.449,21,148,116,3.68,105,1.317,440,340,11,2265,2239,242,743,1435,3,0,0,0,0,0
Robin Roberts,1975,263,362,0.726519337,3,*1,P,128,47,19,80.1,52,66,57.9,688,1525,107,255,5,103,3,135,0.167,0.238,0.226,0.464,27,286,245,3.41,113,1.17,676,609,25,4688.2,4582,505,902,2357,7,0,0,0,0,0
Gil Hodges,1975,188,362,0.519337017,7,*3275/948,1B,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0
Eddie Mathews,1975,148,362,0.408839779,2,*537,3B,162,54,17,91.9,52.5,72.2,53.4,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0
Duke Snider,1975,129,362,0.356353591,6,*897,CF,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0
Red Schoendienst,1975,94,362,0.259668508,7,*4765/8,2B,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0
Richie Ashburn,1975,76,362,0.209944751,8,*879/4,CF,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Don Drysdale,1975,76,362,0.209944751,1,*1,P,134,42,14,63.1,42.2,52.7,57.9,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45,209,166,2.95,121,1.148,518,465,6,3432,3084,280,855,2486,8,0,0,0,0,1
Nellie Fox,1975,76,362,0.209944751,5,*4/53,2B,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,1,0
Roger Maris,1975,70,362,0.193370166,2,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Ted Kluszewski,1975,33,362,0.091160221,9,*3,1B,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
